Dataset,Filename,Location,Meter_#,Orientation,Transect_#,Depth (ft),coca_cover,stpu_cover,mefr_cover,Point,Focal,Neighbor.1,Neighbor.2,Neighbor.3,Neighbor.4,Neighbor.Extra,Already counted?,Comments
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,coca,wasu,N/A,N/A,no,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,plsp,trsp,coca,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,wasu,wasu,coca,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,coca,wasu,plsp,N/A,neighbor 1 and 2,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,baun,trsp,coca,N/A,no,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,coca,coca,wasu,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,hbc,satr,wasu,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,coca,hbc,hbc,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1 and 2,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,coca,coca,hbc,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,coca,ceb,dili,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,dica,cebr,dili,trsp,N/A,no,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,hbc,ceb,dica,N/A,no,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,plsp,plsp,N/A,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,coca,wasu,baun,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1 and 2,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,dica,dica,wasu,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,ureq,dica,dica,N/A,no,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,coca,dica,coca,N/A,neighbor 1 and 2,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,coca,coca,ceb,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,trsp,coca,dica,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,coca,coca,plsp,N/A,neighbor 1 and 2,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,trsp,coca,trsp,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,coca,trsp,coca,N/A,neighbor 1 and 2,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,hbc,hbc,N/A,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7798.CR2,Naples,10,vertical,1,31,,,,no,corynactis,coca,dica,hbc,N/A,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,14,0,5,no,corynactis,coca,coca,peb,coca,N/A,no,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,corynactis,coca,peb,cbb,plsp,N/A,no,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1 and 2,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,corynactis,coca,trsp,plsp,N/A,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,corynactis,coca,coca,casp,trsp,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,corynactis,coca,coca,casp,rfa,N/A,neighbor 1 and 2,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,corynactis,cbb,dica,cesp,N/A,N/A,no,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,corynactis,coca,wasu,bodi,peb,N/A,no,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,corynactis,coca,coca,mefr,rfa,N/A,neighbor 1 and 2,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,corynactis,coca,bdt,trsp,coca,N/A,no,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,corynactis,coca,coca,hbc,coca,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,corynactis,coca,dica,cbb,plsp,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,corynactis,coca,coca,dica,N/A,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,corynactis,coca,coca,deli,N/A,N/A,neighbor 1 and 2,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,mesocentrotus,coca,same organism,same organism,wasu,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,mesocentrotus,same organism,same organism,scco,wasu,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,mesocentrotus,same organism,same organism,wasu,wasu,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,mesocentrotus,same organism,same organism,fire,rfa,N/A,neighbor 1 and 2,
Naples_(01/June/2017),IMG_7832.CR2,Naples,20,vertical,2,25,,,,no,mesocentrotus,satr,ndsh,wasu,wasu,N/A,no,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,21,0,0,no,corynactis,hbc,eupo,satr,trsp,N/A,no,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,ndob,trsp,hbc,hbc,N/A,no,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,hbc,coca,csau,hbc,N/A,no,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,coca,coca,plsp,trsp,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,coca,trsp,coca,hbc,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,coca,coca,hbc,csbu,N/A,no,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,coca,coca,coca,trsp,N/A,neighbor 1 and 2,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,coca,hbc,coca,coca,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,coca,coca,coca,wasu,N/A,neighbor 1 and 2,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,coca,coca,coca,eupo,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,coca,coca,hbc,hbc,N/A,neighbor 1 and 2,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,coca,hbc,wasu,wasu,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,hbc,coca,satr,N/A,N/A,no,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,satr,plsp,trsp,N/A,N/A,no,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,satr,coca,satr,plsp,N/A,no,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,coca,coca,coca,satr,N/A,neighbor 1 and 2,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,coca,coca,coca,satr,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,coca,coca,coca,satr,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,coca,dica,ndsh,satr,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,coca,coca,ndsh,N/A,N/A,neighbor 1,
Naples_(01/June/2017),IMG_7800.CR2,Naples,12,vertical,1,33,,,,no,corynactis,coca,coca,satr,N/A,N/A,neighbor 1 and 2,
Naples_(24/Jan/2018),IMG_8453.CR2,Naples,2,vertical,1,31,11,0,0,no,corynactis,baun,satr,satr,satr,N/A,no,10/48 coca data collected
Naples_(24/Jan/2018),IMG_8453.CR2,Naples,2,vertical,1,31,,,,no,corynactis,obsp,wasu,trsp,trsp,N/A,no,5/5 mefr data collected
Naples_(24/Jan/2018),IMG_8453.CR2,Naples,2,vertical,1,31,,,,no,corynactis,hbc,hbc,coca,baun,N/A,no,7/7 stpu data collected
Naples_(24/Jan/2018),IMG_8453.CR2,Naples,2,vertical,1,31,,,,no,corynactis,baun,coca,coca,coca,N/A,no,
Naples_(24/Jan/2018),IMG_8453.CR2,Naples,2,vertical,1,31,,,,no,corynactis,coca,phla,dica,satr,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8453.CR2,Naples,2,vertical,1,31,,,,no,corynactis,coca,coca,wasu,baun,N/A,neighbor 1 and 2,
Naples_(24/Jan/2018),IMG_8453.CR2,Naples,2,vertical,1,31,,,,no,corynactis,coca,baun,dica,dica,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8453.CR2,Naples,2,vertical,1,31,,,,no,corynactis,wasu,wasu,wasu,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8453.CR2,Naples,2,vertical,1,31,,,,no,corynactis,baun,baun,satr,wasu,N/A,no,
Naples_(24/Jan/2018),IMG_8453.CR2,Naples,2,vertical,1,31,,,,no,corynactis,satr,satr,satr,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8453.CR2,Naples,2,vertical,1,31,,,,no,corynactis,satr,satr,cesp,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8511.CR2,Naples,8,horizontal,3,37,2,0,0,no,corynactis,enco,hbc,coca,asha,N/A,no,
Naples_(24/Jan/2018),IMG_8511.CR2,Naples,8,horizontal,3,37,,,,no,corynactis,coca,hbc,hbc,hbc,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8510.CR2,Naples,8,vertical,3,35,10,0,0,no,corynactis,piel,bdt,coca,wasu,N/A,no,
Naples_(24/Jan/2018),IMG_8510.CR2,Naples,8,vertical,3,35,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8510.CR2,Naples,8,vertical,3,35,,,,no,corynactis,coca,bdt,coca,ygeb,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8510.CR2,Naples,8,vertical,3,35,,,,no,corynactis,coca,wasu,trsp,wasu,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8510.CR2,Naples,8,vertical,3,35,,,,no,corynactis,asha,cesp,coca,hbc,N/A,no,
Naples_(24/Jan/2018),IMG_8510.CR2,Naples,8,vertical,3,35,,,,no,corynactis,coca,wasu,coca,cesp,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8510.CR2,Naples,8,vertical,3,35,,,,no,corynactis,coca,cesp,piel,ureq,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8510.CR2,Naples,8,vertical,3,35,,,,no,corynactis,coca,ygeb,wasu,trsp,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8510.CR2,Naples,8,vertical,3,35,,,,no,corynactis,coca,wasu,wasu,peb,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8510.CR2,Naples,8,vertical,3,35,,,,no,corynactis,wasu,hbc,peb,wasu,N/A,no,
Naples_(24/Jan/2018),IMG_8509.CR2,Naples,6,horizontal,3,36,3,0,0,no,corynactis,hbc,enco,enco,peb,N/A,no,
Naples_(24/Jan/2018),IMG_8509.CR2,Naples,6,horizontal,3,36,,,,no,corynactis,enco,cbb,cbb,cbb,N/A,no,
Naples_(24/Jan/2018),IMG_8509.CR2,Naples,6,horizontal,3,36,,,,no,corynactis,dica,enco,cbb,dica,N/A,no,
Naples_(24/Jan/2018),IMG_8506.CR2,Naples,6,vertical,3,36,8,0,0,no,corynactis,wasu,coca,wasu,cesp,N/A,no,
Naples_(24/Jan/2018),IMG_8506.CR2,Naples,6,vertical,3,36,,,,no,corynactis,coca,hbc,coca,N/A,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8506.CR2,Naples,6,vertical,3,36,,,,no,corynactis,coca,wasu,hbc,N/A,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8506.CR2,Naples,6,vertical,3,36,,,,no,corynactis,hbc,ysu,bfb,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8506.CR2,Naples,6,vertical,3,36,,,,no,corynactis,hbc,mecr,bdt,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8506.CR2,Naples,6,vertical,3,36,,,,no,corynactis,hbc,hbc,hbc,bdt,N/A,no,
Naples_(24/Jan/2018),IMG_8506.CR2,Naples,6,vertical,3,36,,,,no,corynactis,bune,euca,ob,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8506.CR2,Naples,6,vertical,3,36,,,,no,corynactis,bune,hscu,N/A,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8512.CR2,Naples,10,vertical,3,38,1,0,0,no,corynactis,cesp,bune,asha,cesp,N/A,no,
Naples_(24/Jan/2018),IMG_8472.CR2,Naples,18,horizontal,1,41,1,0,0,no,corynactis,asha,rh,ptca,cbb,N/A,no,
Naples_(24/Jan/2018),IMG_8469.CR2,Naples,18,vertical,1,40,6,0,0,no,corynactis,bfb,cbb,cbb,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8469.CR2,Naples,18,vertical,1,40,,,,no,corynactis,coca,bfb,asha,coca,N/A,no,
Naples_(24/Jan/2018),IMG_8469.CR2,Naples,18,vertical,1,40,,,,no,corynactis,coca,coca,bfb,cbb,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8469.CR2,Naples,18,vertical,1,40,,,,no,corynactis,coca,coca,bfb,piel,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8469.CR2,Naples,18,vertical,1,40,,,,no,corynactis,coca,coca,ges,bfb,N/A,neighbor 1 and 2,
Naples_(24/Jan/2018),IMG_8469.CR2,Naples,18,vertical,1,40,,,,no,corynactis,hbc,hbc,bfb,hbc,N/A,no,
Naples_(24/Jan/2018),IMG_8468.CR2,Naples,16,horizontal,1,41,1,0,0,no,corynactis,hbc,hbc,baro,rh,N/A,no,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,34,0,0,no,corynactis,coca,coca,cesp,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,rfa,ahli,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,coca,N/A,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1 and 2,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,rfa,enco,rfa,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,satr,N/A,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,coca,rfa,N/A,neighbor 1 and 2,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,wasu,coca,satr,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,hbc,ndsh,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,wasu,coca,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,coca,hbc,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,cbb,cbb,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,cbb,cbb,cbb,N/A,no,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,enco,cbb,peb,rfa,N/A,no,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,hbc,coca,cbb,enco,N/A,no,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,coca,hbc,N/A,neighbor 1 and 2,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,csau,peb,cbb,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,hbc,hbc,hbc,coca,N/A,no,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,wasu,hbc,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,coca,hbc,N/A,neighbor 1 and 2,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,oes,hbc,hbc,N/A,no,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1 and 2,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,coca,hbc,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,coca,csau,N/A,neighbor 1 and 2,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,peb,coca,coca,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,enco,coca,N/A,neighbor 1 and 2,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,coca,coca,N/A,"neighbor 1, 2, and 3",
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,cbb,cbb,enco,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,baro,enco,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,cbb,bune,hbc,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,mapy,ureq,peb,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,coca,enco,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,seb,bune,ureq,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8467.CR2,Naples,16,vertical,1,40,,,,no,corynactis,coca,seb,N/A,N/A,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8484.CR2,Naples,8,horizontal,2,29,4,0,0,no,corynactis,ureq,poeb,retu,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8484.CR2,Naples,8,horizontal,2,29,,,,no,corynactis,hbc,reb,cbb,cbb,N/A,no,
Naples_(24/Jan/2018),IMG_8484.CR2,Naples,8,horizontal,2,29,,,,no,corynactis,cesp,baro,enco,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8484.CR2,Naples,8,horizontal,2,29,,,,no,corynactis,peb,bune,spwo,reb,N/A,no,
Naples_(24/Jan/2018),IMG_8483.CR2,Naples,8,vertical,2,28,6,0,1,no,corynactis,cbb,cbb,peb,satr,N/A,no,
Naples_(24/Jan/2018),IMG_8483.CR2,Naples,8,vertical,2,28,,,,no,corynactis,coca,bune,ygeb,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8483.CR2,Naples,8,vertical,2,28,,,,no,corynactis,coca,ureq,bune,N/A,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8483.CR2,Naples,8,vertical,2,28,,,,no,corynactis,seb,peb,wasu,cesp,N/A,no,
Naples_(24/Jan/2018),IMG_8483.CR2,Naples,8,vertical,2,28,,,,no,corynactis,coca,plsp,cbb,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8483.CR2,Naples,8,vertical,2,28,,,,no,corynactis,coca,ureq,trsp,N/A,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8483.CR2,Naples,8,vertical,2,28,,,,no,mesocentrotus,dica,satr,peb,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8491.CR2,Naples,16,vertical,2,28,10,0,5,no,corynactis,coca,diru,bfb,dica,N/A,no,
Naples_(24/Jan/2018),IMG_8491.CR2,Naples,16,vertical,2,28,,,,no,corynactis,coca,satr,bune,coca,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8491.CR2,Naples,16,vertical,2,28,,,,no,corynactis,coca,dica,dica,coca,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8491.CR2,Naples,16,vertical,2,28,,,,no,corynactis,coca,dica,ob,N/A,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8491.CR2,Naples,16,vertical,2,28,,,,no,corynactis,coca,coca,baun,bfb,N/A,no,
Naples_(24/Jan/2018),IMG_8491.CR2,Naples,16,vertical,2,28,,,,no,corynactis,coca,coca,plsp,peb,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8491.CR2,Naples,16,vertical,2,28,,,,no,corynactis,coca,satr,satr,coca,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8491.CR2,Naples,16,vertical,2,28,,,,no,corynactis,coca,coca,trsp,diru,N/A,neighbor 1 and 2,
Naples_(24/Jan/2018),IMG_8491.CR2,Naples,16,vertical,2,28,,,,no,corynactis,mefr,bune,oes,dica,N/A,no,
Naples_(24/Jan/2018),IMG_8491.CR2,Naples,16,vertical,2,28,,,,no,corynactis,mefr,mefr,plsp,bune,N/A,no,
Naples_(24/Jan/2018),IMG_8491.CR2,Naples,16,vertical,2,28,,,,no,mesocentrotus,coca,same organism,cbb,baun,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8491.CR2,Naples,16,vertical,2,28,,,,no,mesocentrotus,coca,coca,plsp,peb,N/A,neighbor 1 and 2,
Naples_(24/Jan/2018),IMG_8491.CR2,Naples,16,vertical,2,28,,,,no,mesocentrotus,hbc,baro,baun,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8491.CR2,Naples,16,vertical,2,28,,,,no,mesocentrotus,same organism,same organism,satr,N/A,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8491.CR2,Naples,16,vertical,2,28,,,,no,mesocentrotus,same organism,cbb,cbb,N/A,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,16,0,1,no,corynactis,ceb,satr,N/A,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,corynactis,coca,csau,satr,csau,N/A,no,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,corynactis,csau,wasu,csbu,satr,N/A,no,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,corynactis,trsp,snsp,peb,coca,N/A,no,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,corynactis,coca,coca,wasu,bune,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,corynactis,coca,trsp,coca,bune,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,corynactis,coca,satr,snsp,trsp,N/A,no,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,corynactis,coca,baun,N/A,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,corynactis,coca,satr,snsp,N/A,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,corynactis,peb,coca,trsp,coca,N/A,no,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,corynactis,coca,coca,coca,peb,N/A,neighbor 1 and 2,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,corynactis,coca,wasu,dica,peb,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,corynactis,wasu,peb,reb,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,corynactis,coca,bfb,coca,dica,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,corynactis,coca,trsp,baun,whan,N/A,neighbor 1,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,corynactis,coca,coca,satr,trsp,N/A,neighbor 1 and 2,
Naples_(24/Jan/2018),IMG_8496.CR2,Naples,20,vertical,2,27,,,,no,mesocentrotus,asha,peb,baro,baro,N/A,no,
Naples_(24/Jan/2018),IMG_8495.CR2,Naples,18,horizontal,2,28,6,2,2,no,corynactis,cesp,peb,dica,N/A,N/A,no,
Naples_(24/Jan/2018),IMG_8495.CR2,Naples,18,horizontal,2,28,,,,no,corynactis,peb,hbc,cbb,cesp,N/A,no,
Naples_(24/Jan/2018),IMG_8495.CR2,Naples,18,horizontal,2,28,,,,no,corynactis,bune,wasu,clgr,hbc,N/A,no,
